epoch,lr,train_loss,val_cer,val_wer,val_exact_match,secs
55,0.00045910267868387524,1.6687787856374467,50.582124305928716,75.75757575757575,0.0,17.355722427368164
56,0.0004426487486332543,1.6615819107918512,49.310406591438294,75.16835016835017,0.0,17.236804485321045
57,0.0004262575313339803,1.6537260555085682,53.37632097438653,75.58922558922559,0.0,17.673646211624146
58,0.00040994695034151664,1.665672881262643,49.023822317750316,71.88552188552188,0.0,17.497952461242676
59,0.00039373484103670905,1.6482648111525036,49.59699086512627,74.83164983164983,0.0,17.182169914245605
60,0.00037763893112305834,1.6317588005747115,49.50743327959878,76.93602693602693,0.0,17.372872352600098
61,0.0003616768212417375,1.693365684577397,60.98871574422353,93.93939393939394,0.0,17.314938068389893
62,0.00034586596572554857,2.309335396403358,61.257388500806016,80.38720538720538,0.0,17.228214263916016
63,0.00033022365351286544,1.851539427325839,69.156367544331,95.03367003367003,0.0,17.924678325653076
64,0.00031476698924243484,1.7165668266160148,51.96131112305212,78.03030303030303,0.0,17.469765186309814
65,0.0002995128745497041,1.674690081959679,70.42808525882143,94.52861952861953,0.0,17.153441429138184
66,0.00028447798958513085,1.6634866368202936,51.40605409278166,74.15824915824916,0.0,17.156670093536377
67,0.00026967877477468395,1.6481975487300329,50.56421278882321,73.9057239057239,0.0,17.21633219718933
68,0.00025513141284247876,1.637683893953051,48.28945011642486,72.05387205387206,0.0,17.362567901611328
69,0.00024085181111520605,1.619610695611863,47.752104603259895,71.96969696969697,0.0,17.51644730567932
70,0.0002268555841277034,1.6081991905257815,57.478058391545765,88.46801346801347,0.0,17.301817178726196
71,0.00021315803654869126,1.618657566252209,47.161024538778435,70.79124579124579,0.0,17.304007053375244
72,0.00019977414644534202,1.6084068616231282,48.199892530897365,70.45454545454545,0.0,17.4938907623291
73,0.00018671854890498307,1.5967500323341006,57.19147411785778,85.18518518518519,0.0,17.506707191467285
74,0.0001740055200318446,1.588331747622717,46.94608633351245,69.61279461279462,0.0,17.8809757232666
75,0.00016164896133634866,1.5864103918983823,47.6625470177324,70.62289562289563,0.0,17.527323246002197
76,0.0001496623845340116,1.5809792109898158,56.00931398889486,84.68013468013469,0.0,17.344698905944824
77,0.00013805889677058147,1.582969151792072,46.94608633351245,68.26599326599326,0.0,17.42884063720703
78,0.00012685118628956698,1.5651886860529582,46.981909367723446,68.68686868686869,0.0,17.17586851119995
79,0.00011605150855782914,1.5679874562081837,47.10728998746194,69.36026936026936,0.0,17.518402576446533
80,0.00010567167286440844,1.5620278659321012,47.6983700519434,71.29629629629629,0.0,17.654329538345337
81,9.572302940724032e-05,1.5583581725756328,47.44760881246641,69.1919191919192,0.0,17.4572172164917
82,8.621645688188084e-05,1.5515772189412798,46.605767508507974,69.1919191919192,0.0,17.39765167236328
83,7.716235058581216e-05,1.5484400987625122,46.91026329930145,70.62289562289563,0.0,17.49429416656494
84,6.857061105133811e-05,1.5601408169383095,47.089378470356436,70.79124579124579,0.0,17.290531635284424
85,6.045063321949695e-05,1.5447278845877874,47.23267060720043,70.11784511784512,0.0,17.70616626739502
86,5.2811296166831666e-05,1.5448815709068662,46.65950205982447,69.52861952861953,0.0,17.40537691116333
87,4.5660953396249426e-05,1.5426976623989286,46.534121440085976,68.77104377104376,0.0,17.247684478759766
88,3.90074237025897e-05,1.5407212291445052,46.28336020060899,67.84511784511784,0.0,17.940981149673462
89,3.285798262288653e-05,1.543597405865079,46.641590542718966,67.25589225589225,0.0,17.294659852981567
90,2.721935448067514e-05,1.5401181748935155,46.193802615081495,67.67676767676768,0.0,17.180176258087158
91,2.20977050330437e-05,1.5372633025759743,46.44456385455848,67.50841750841751,0.0,18.303688526153564
92,1.7498634728467798e-05,1.5333302446774073,46.104245029554,67.76094276094275,0.0,17.20461106300354
93,1.3427172582802738e-05,1.5309631313596452,46.35500626903099,68.0976430976431,0.0,17.436633825302124
94,9.887770680128083e-06,1.5344349458104087,46.534121440085976,67.5925925925926,0.0,17.7876935005188
95,6.884299304459496e-06,1.5328824037597293,46.390829303241986,68.01346801346801,0.0,17.42273998260498
96,4.420042707649729e-06,1.5321199269521804,46.40874082034748,67.67676767676768,0.0,17.587809801101685
97,2.497695518107579e-06,1.5329527003424508,46.46247537166398,67.67676767676768,0.0,17.327065229415894
98,1.1193597942610878e-06,1.5321927496365138,46.390829303241986,67.67676767676768,0.0,17.328412532806396
99,2.8654272598788167e-07,1.5274631494567508,46.48038688876948,68.0976430976431,0.0,17.755432844161987
100,1.549865247807425e-10,1.5250394713310969,46.40874082034748,67.84511784511784,0.0,17.32233762741089
