epoch,lr,train_loss,val_digit_acc,val_pct_no_err,val_pct_1_err,val_pct_2plus_err,secs
31,0.0008265775291852964,0.05536096784370867,97.19745222929936,88.70056497175142,10.734463276836157,0.5649717514124294,3.871081829071045
32,0.0008138807838394173,0.05077823431400413,97.57961783439491,91.52542372881356,6.779661016949152,1.694915254237288,3.724367618560791
33,0.000800840814464761,0.045814108876088125,96.56050955414013,87.00564971751412,11.299435028248588,1.694915254237288,4.060959577560425
34,0.0007874718800763876,0.05545814847573638,96.43312101910828,87.00564971751412,10.734463276836157,2.2598870056497176,3.9374043941497803
35,0.0007737885994077705,0.04230156521820887,96.05095541401273,87.57062146892656,8.474576271186441,3.9548022598870056,4.004167795181274
36,0.0007598059349254245,0.05399535133884373,96.43312101910828,89.26553672316385,6.779661016949152,3.9548022598870056,3.9238476753234863
37,0.0007455391764676699,0.03268996990201148,96.94267515923568,89.26553672316385,8.474576271186441,2.2598870056497176,3.781630754470825
38,0.0007310039245254178,0.03641672327648848,95.79617834394905,85.87570621468926,11.299435028248588,2.824858757062147,3.9331703186035156
39,0.0007162160731832626,0.026360075703864408,96.43312101910828,87.00564971751412,10.734463276836157,2.2598870056497176,3.8587303161621094
40,0.000701191792739534,0.03336158582136373,96.43312101910828,88.70056497175142,8.474576271186441,2.824858757062147,3.815136194229126
41,0.0006859475120243127,0.02919072522358461,96.81528662420382,89.26553672316385,9.03954802259887,1.694915254237288,3.800974130630493
42,0.0006704999004347467,0.02678366677454588,97.45222929936305,90.3954802259887,8.474576271186441,1.1299435028248588,3.8415098190307617
43,0.0006548658497073095,0.024050053632394833,96.94267515923568,88.13559322033899,10.734463276836157,1.1299435028248588,3.892245054244995
44,0.0006390624554469351,0.025024323957040906,97.57961783439491,90.3954802259887,8.474576271186441,1.1299435028248588,3.969866991043091
45,0.0006231069984332238,0.035948025882879105,96.56050955414013,89.26553672316385,7.909604519774011,2.824858757062147,3.6991794109344482
46,0.0006070169257241645,0.025887125595049423,97.19745222929936,90.3954802259887,7.909604519774011,1.694915254237288,3.998121500015259
47,0.0005908098315780324,0.015959756020244888,96.43312101910828,87.00564971751412,11.299435028248588,1.694915254237288,3.8249099254608154
